Category	Species	Biomolecule name	Biomolecule ID	Disease name	Disease ontology	ICD-10 classification	Tissue	PubMed_ID	Interaction gene symbol	Expression direction	Experimental method	Experimental method classification	Throughput	Description	Reference title	Year
metabolite	Rattus norvegicus	Leukotriene A4	5280383	Type II diabetes mellitus	DOID:9352	E11	livers/serum	28082742	-	differential expression	ultra-performance liquid chromatography/mass spectrometry	spectrum;spectrum	High-throughput	According to liver tissue metabolomic analysis, 57, 49 and 60 metabolites were significantly altered in the HFD, MCDD and HFD+STZ groups.	Gene-metabolite network analysis in different nonalcoholic fatty liver disease phenotypes.	2017
metabolite	Rattus norvegicus	Linoleamide	6435901	Non-alcoholic fatty liver disease	-	K76	livers/serum	28082742	-	differential expression	ultra-performance liquid chromatography/mass spectrometry	spectrum;spectrum	High-throughput	According to liver tissue metabolomic analysis, 57, 49 and 60 metabolites were significantly altered in the HFD, MCDD and HFD+STZ groups.	Gene-metabolite network analysis in different nonalcoholic fatty liver disease phenotypes.	2017
metabolite	Rattus norvegicus	Linolenic Acid	5280934	Non-alcoholic fatty liver disease	-	K76	livers/serum	28082742	-	differential expression	ultra-performance liquid chromatography/mass spectrometry	spectrum;spectrum	High-throughput	According to liver tissue metabolomic analysis, 57, 49 and 60 metabolites were significantly altered in the HFD, MCDD and HFD+STZ groups.	Gene-metabolite network analysis in different nonalcoholic fatty liver disease phenotypes.	2017
metabolite	Rattus norvegicus	Lysine	5962	Non-alcoholic fatty liver disease	-	K76	livers/serum	28082742	-	differential expression	ultra-performance liquid chromatography/mass spectrometry	spectrum;spectrum	High-throughput	According to liver tissue metabolomic analysis, 57, 49 and 60 metabolites were significantly altered in the HFD, MCDD and HFD+STZ groups.	Gene-metabolite network analysis in different nonalcoholic fatty liver disease phenotypes.	2017
metabolite	Rattus norvegicus	Lysine	5962	Type II diabetes mellitus	DOID:9352	E11	livers/serum	28082742	-	differential expression	ultra-performance liquid chromatography/mass spectrometry	spectrum;spectrum	High-throughput	According to liver tissue metabolomic analysis, 57, 49 and 60 metabolites were significantly altered in the HFD, MCDD and HFD+STZ groups.	Gene-metabolite network analysis in different nonalcoholic fatty liver disease phenotypes.	2017
metabolite	Rattus norvegicus	LysoPE(22:5)	-	Non-alcoholic steatohepatitis	-	-	livers/serum	28082742	-	differential expression	ultra-performance liquid chromatography/mass spectrometry	spectrum;spectrum	High-throughput	According to liver tissue metabolomic analysis, 57, 49 and 60 metabolites were significantly altered in the HFD, MCDD and HFD+STZ groups.	Gene-metabolite network analysis in different nonalcoholic fatty liver disease phenotypes.	2017
metabolite	Rattus norvegicus	LysoPE(22:5)	-	Type II diabetes mellitus	DOID:9352	E11	livers/serum	28082742	-	differential expression	ultra-performance liquid chromatography/mass spectrometry	spectrum;spectrum	High-throughput	According to liver tissue metabolomic analysis, 57, 49 and 60 metabolites were significantly altered in the HFD, MCDD and HFD+STZ groups.	Gene-metabolite network analysis in different nonalcoholic fatty liver disease phenotypes.	2017
metabolite	Rattus norvegicus	Methionine	6137	Type II diabetes mellitus	DOID:9352	E11	livers/serum	28082742	-	differential expression	ultra-performance liquid chromatography/mass spectrometry	spectrum;spectrum	High-throughput	According to liver tissue metabolomic analysis, 57, 49 and 60 metabolites were significantly altered in the HFD, MCDD and HFD+STZ groups.	Gene-metabolite network analysis in different nonalcoholic fatty liver disease phenotypes.	2017
metabolite	Rattus norvegicus	MG(18:3)	-	Non-alcoholic fatty liver disease	-	K76	livers/serum	28082742	-	differential expression	ultra-performance liquid chromatography/mass spectrometry	spectrum;spectrum	High-throughput	According to liver tissue metabolomic analysis, 57, 49 and 60 metabolites were significantly altered in the HFD, MCDD and HFD+STZ groups.	Gene-metabolite network analysis in different nonalcoholic fatty liver disease phenotypes.	2017
metabolite	Rattus norvegicus	MG(20:4)	-	Non-alcoholic fatty liver disease	-	K76	livers/serum	28082742	-	differential expression	ultra-performance liquid chromatography/mass spectrometry	spectrum;spectrum	High-throughput	According to liver tissue metabolomic analysis, 57, 49 and 60 metabolites were significantly altered in the HFD, MCDD and HFD+STZ groups.	Gene-metabolite network analysis in different nonalcoholic fatty liver disease phenotypes.	2017
metabolite	Rattus norvegicus	MG(20:4)	-	Non-alcoholic steatohepatitis	-	-	livers/serum	28082742	-	differential expression	ultra-performance liquid chromatography/mass spectrometry	spectrum;spectrum	High-throughput	According to liver tissue metabolomic analysis, 57, 49 and 60 metabolites were significantly altered in the HFD, MCDD and HFD+STZ groups.	Gene-metabolite network analysis in different nonalcoholic fatty liver disease phenotypes.	2017
metabolite	Rattus norvegicus	N-Acetyl-DL-Methionine	6180	Non-alcoholic steatohepatitis	-	-	livers/serum	28082742	-	differential expression	ultra-performance liquid chromatography/mass spectrometry	spectrum;spectrum	High-throughput	According to liver tissue metabolomic analysis, 57, 49 and 60 metabolites were significantly altered in the HFD, MCDD and HFD+STZ groups.	Gene-metabolite network analysis in different nonalcoholic fatty liver disease phenotypes.	2017
metabolite	Rattus norvegicus	N-Acetyl-DL-Methionine	6180	Type II diabetes mellitus	DOID:9352	E11	livers/serum	28082742	-	differential expression	ultra-performance liquid chromatography/mass spectrometry	spectrum;spectrum	High-throughput	According to liver tissue metabolomic analysis, 57, 49 and 60 metabolites were significantly altered in the HFD, MCDD and HFD+STZ groups.	Gene-metabolite network analysis in different nonalcoholic fatty liver disease phenotypes.	2017
metabolite	Rattus norvegicus	n-Acetyldopamine	100526	Non-alcoholic steatohepatitis	-	-	livers/serum	28082742	-	differential expression	ultra-performance liquid chromatography/mass spectrometry	spectrum;spectrum	High-throughput	According to liver tissue metabolomic analysis, 57, 49 and 60 metabolites were significantly altered in the HFD, MCDD and HFD+STZ groups.	Gene-metabolite network analysis in different nonalcoholic fatty liver disease phenotypes.	2017
metabolite	Rattus norvegicus	N-Acetyl-L-Leucine	70912	Non-alcoholic steatohepatitis	-	-	livers/serum	28082742	-	differential expression	ultra-performance liquid chromatography/mass spectrometry	spectrum;spectrum	High-throughput	According to liver tissue metabolomic analysis, 57, 49 and 60 metabolites were significantly altered in the HFD, MCDD and HFD+STZ groups.	Gene-metabolite network analysis in different nonalcoholic fatty liver disease phenotypes.	2017
metabolite	Rattus norvegicus	N-Acetyl-L-Lysine	92907	Non-alcoholic steatohepatitis	-	-	livers/serum	28082742	-	differential expression	ultra-performance liquid chromatography/mass spectrometry	spectrum;spectrum	High-throughput	According to liver tissue metabolomic analysis, 57, 49 and 60 metabolites were significantly altered in the HFD, MCDD and HFD+STZ groups.	Gene-metabolite network analysis in different nonalcoholic fatty liver disease phenotypes.	2017
metabolite	Rattus norvegicus	Niacinamide	936	Non-alcoholic fatty liver disease	-	K76	livers/serum	28082742	-	differential expression	ultra-performance liquid chromatography/mass spectrometry	spectrum;spectrum	High-throughput	According to liver tissue metabolomic analysis, 57, 49 and 60 metabolites were significantly altered in the HFD, MCDD and HFD+STZ groups.	Gene-metabolite network analysis in different nonalcoholic fatty liver disease phenotypes.	2017
metabolite	Rattus norvegicus	Niacinamide	936	Non-alcoholic steatohepatitis	-	-	livers/serum	28082742	-	differential expression	ultra-performance liquid chromatography/mass spectrometry	spectrum;spectrum	High-throughput	According to liver tissue metabolomic analysis, 57, 49 and 60 metabolites were significantly altered in the HFD, MCDD and HFD+STZ groups.	Gene-metabolite network analysis in different nonalcoholic fatty liver disease phenotypes.	2017
metabolite	Rattus norvegicus	N-Methyl-4-Pyridone-3-Carboxamide	-	Non-alcoholic fatty liver disease	-	K76	livers/serum	28082742	-	differential expression	ultra-performance liquid chromatography/mass spectrometry	spectrum;spectrum	High-throughput	According to liver tissue metabolomic analysis, 57, 49 and 60 metabolites were significantly altered in the HFD, MCDD and HFD+STZ groups.	Gene-metabolite network analysis in different nonalcoholic fatty liver disease phenotypes.	2017
metabolite	Rattus norvegicus	N-Methyl-4-Pyridone-3-Carboxamide	-	Non-alcoholic steatohepatitis	-	-	livers/serum	28082742	-	differential expression	ultra-performance liquid chromatography/mass spectrometry	spectrum;spectrum	High-throughput	According to liver tissue metabolomic analysis, 57, 49 and 60 metabolites were significantly altered in the HFD, MCDD and HFD+STZ groups.	Gene-metabolite network analysis in different nonalcoholic fatty liver disease phenotypes.	2017
metabolite	Rattus norvegicus	N-Methyl-4-Pyridone-3-Carboxamide	-	Type II diabetes mellitus	DOID:9352	E11	livers/serum	28082742	-	differential expression	ultra-performance liquid chromatography/mass spectrometry	spectrum;spectrum	High-throughput	According to liver tissue metabolomic analysis, 57, 49 and 60 metabolites were significantly altered in the HFD, MCDD and HFD+STZ groups.	Gene-metabolite network analysis in different nonalcoholic fatty liver disease phenotypes.	2017
metabolite	Rattus norvegicus	O-Acetylserine	6971051	Non-alcoholic steatohepatitis	-	-	livers/serum	28082742	-	differential expression	ultra-performance liquid chromatography/mass spectrometry	spectrum;spectrum	High-throughput	According to liver tissue metabolomic analysis, 57, 49 and 60 metabolites were significantly altered in the HFD, MCDD and HFD+STZ groups.	Gene-metabolite network analysis in different nonalcoholic fatty liver disease phenotypes.	2017
metabolite	Rattus norvegicus	O-Acetylserine	6971051	Type II diabetes mellitus	DOID:9352	E11	livers/serum	28082742	-	differential expression	ultra-performance liquid chromatography/mass spectrometry	spectrum;spectrum	High-throughput	According to liver tissue metabolomic analysis, 57, 49 and 60 metabolites were significantly altered in the HFD, MCDD and HFD+STZ groups.	Gene-metabolite network analysis in different nonalcoholic fatty liver disease phenotypes.	2017
metabolite	Rattus norvegicus	Oleamide	5283387	Non-alcoholic fatty liver disease	-	K76	livers/serum	28082742	-	differential expression	ultra-performance liquid chromatography/mass spectrometry	spectrum;spectrum	High-throughput	According to liver tissue metabolomic analysis, 57, 49 and 60 metabolites were significantly altered in the HFD, MCDD and HFD+STZ groups.	Gene-metabolite network analysis in different nonalcoholic fatty liver disease phenotypes.	2017
metabolite	Rattus norvegicus	O-Phospho-4-Hydroxy-L-Threonine	440901	Type II diabetes mellitus	DOID:9352	E11	livers/serum	28082742	-	differential expression	ultra-performance liquid chromatography/mass spectrometry	spectrum;spectrum	High-throughput	According to liver tissue metabolomic analysis, 57, 49 and 60 metabolites were significantly altered in the HFD, MCDD and HFD+STZ groups.	Gene-metabolite network analysis in different nonalcoholic fatty liver disease phenotypes.	2017
metabolite	Rattus norvegicus	O-Phosphorylethanolamine	1015	Non-alcoholic fatty liver disease	-	K76	livers/serum	28082742	-	differential expression	ultra-performance liquid chromatography/mass spectrometry	spectrum;spectrum	High-throughput	According to liver tissue metabolomic analysis, 57, 49 and 60 metabolites were significantly altered in the HFD, MCDD and HFD+STZ groups.	Gene-metabolite network analysis in different nonalcoholic fatty liver disease phenotypes.	2017
metabolite	Rattus norvegicus	O-Phosphorylethanolamine	1015	Type II diabetes mellitus	DOID:9352	E11	livers/serum	28082742	-	differential expression	ultra-performance liquid chromatography/mass spectrometry	spectrum;spectrum	High-throughput	According to liver tissue metabolomic analysis, 57, 49 and 60 metabolites were significantly altered in the HFD, MCDD and HFD+STZ groups.	Gene-metabolite network analysis in different nonalcoholic fatty liver disease phenotypes.	2017
metabolite	Rattus norvegicus	Ornithine	6262;449468;6992088	Non-alcoholic steatohepatitis	-	-	livers/serum	28082742	-	differential expression	ultra-performance liquid chromatography/mass spectrometry	spectrum;spectrum	High-throughput	According to liver tissue metabolomic analysis, 57, 49 and 60 metabolites were significantly altered in the HFD, MCDD and HFD+STZ groups.	Gene-metabolite network analysis in different nonalcoholic fatty liver disease phenotypes.	2017
metabolite	Rattus norvegicus	Ornithine	6262;449468;6992088	Type II diabetes mellitus	DOID:9352	E11	livers/serum	28082742	-	differential expression	ultra-performance liquid chromatography/mass spectrometry	spectrum;spectrum	High-throughput	According to liver tissue metabolomic analysis, 57, 49 and 60 metabolites were significantly altered in the HFD, MCDD and HFD+STZ groups.	Gene-metabolite network analysis in different nonalcoholic fatty liver disease phenotypes.	2017
metabolite	Rattus norvegicus	PA(12:0)	-	Non-alcoholic steatohepatitis	-	-	livers/serum	28082742	-	differential expression	ultra-performance liquid chromatography/mass spectrometry	spectrum;spectrum	High-throughput	According to liver tissue metabolomic analysis, 57, 49 and 60 metabolites were significantly altered in the HFD, MCDD and HFD+STZ groups.	Gene-metabolite network analysis in different nonalcoholic fatty liver disease phenotypes.	2017
metabolite	Rattus norvegicus	Palmitoyl-L-Carnitine	11953816	Non-alcoholic fatty liver disease	-	K76	livers/serum	28082742	-	differential expression	ultra-performance liquid chromatography/mass spectrometry	spectrum;spectrum	High-throughput	According to liver tissue metabolomic analysis, 57, 49 and 60 metabolites were significantly altered in the HFD, MCDD and HFD+STZ groups.	Gene-metabolite network analysis in different nonalcoholic fatty liver disease phenotypes.	2017
metabolite	Rattus norvegicus	Palmitoyl-L-Carnitine	11953816	Non-alcoholic steatohepatitis	-	-	livers/serum	28082742	-	differential expression	ultra-performance liquid chromatography/mass spectrometry	spectrum;spectrum	High-throughput	According to liver tissue metabolomic analysis, 57, 49 and 60 metabolites were significantly altered in the HFD, MCDD and HFD+STZ groups.	Gene-metabolite network analysis in different nonalcoholic fatty liver disease phenotypes.	2017
metabolite	Rattus norvegicus	Palmitoyl-L-Carnitine	11953816	Type II diabetes mellitus	DOID:9352	E11	livers/serum	28082742	-	differential expression	ultra-performance liquid chromatography/mass spectrometry	spectrum;spectrum	High-throughput	According to liver tissue metabolomic analysis, 57, 49 and 60 metabolites were significantly altered in the HFD, MCDD and HFD+STZ groups.	Gene-metabolite network analysis in different nonalcoholic fatty liver disease phenotypes.	2017
metabolite	Rattus norvegicus	Pantetheine 4'-Phosphate	987	Non-alcoholic fatty liver disease	-	K76	livers/serum	28082742	-	differential expression	ultra-performance liquid chromatography/mass spectrometry	spectrum;spectrum	High-throughput	According to liver tissue metabolomic analysis, 57, 49 and 60 metabolites were significantly altered in the HFD, MCDD and HFD+STZ groups.	Gene-metabolite network analysis in different nonalcoholic fatty liver disease phenotypes.	2017
metabolite	Rattus norvegicus	Pantothenic Acid	6613	Non-alcoholic fatty liver disease	-	K76	livers/serum	28082742	-	differential expression	ultra-performance liquid chromatography/mass spectrometry	spectrum;spectrum	High-throughput	According to liver tissue metabolomic analysis, 57, 49 and 60 metabolites were significantly altered in the HFD, MCDD and HFD+STZ groups.	Gene-metabolite network analysis in different nonalcoholic fatty liver disease phenotypes.	2017
metabolite	Rattus norvegicus	PC(13:0)/PE(16:0)	-	Non-alcoholic fatty liver disease	-	K76	livers/serum	28082742	-	differential expression	ultra-performance liquid chromatography/mass spectrometry	spectrum;spectrum	High-throughput	According to liver tissue metabolomic analysis, 57, 49 and 60 metabolites were significantly altered in the HFD, MCDD and HFD+STZ groups.	Gene-metabolite network analysis in different nonalcoholic fatty liver disease phenotypes.	2017
metabolite	Rattus norvegicus	PC(13:0)/PE(16:0)	-	Non-alcoholic steatohepatitis	-	-	livers/serum	28082742	-	differential expression	ultra-performance liquid chromatography/mass spectrometry	spectrum;spectrum	High-throughput	According to liver tissue metabolomic analysis, 57, 49 and 60 metabolites were significantly altered in the HFD, MCDD and HFD+STZ groups.	Gene-metabolite network analysis in different nonalcoholic fatty liver disease phenotypes.	2017
metabolite	Rattus norvegicus	PC(13:0)/PE(16:0)	-	Type II diabetes mellitus	DOID:9352	E11	livers/serum	28082742	-	differential expression	ultra-performance liquid chromatography/mass spectrometry	spectrum;spectrum	High-throughput	According to liver tissue metabolomic analysis, 57, 49 and 60 metabolites were significantly altered in the HFD, MCDD and HFD+STZ groups.	Gene-metabolite network analysis in different nonalcoholic fatty liver disease phenotypes.	2017
metabolite	Rattus norvegicus	PC(14:0)	-	Non-alcoholic fatty liver disease	-	K76	livers/serum	28082742	-	differential expression	ultra-performance liquid chromatography/mass spectrometry	spectrum;spectrum	High-throughput	According to liver tissue metabolomic analysis, 57, 49 and 60 metabolites were significantly altered in the HFD, MCDD and HFD+STZ groups.	Gene-metabolite network analysis in different nonalcoholic fatty liver disease phenotypes.	2017
metabolite	Rattus norvegicus	PC(14:0)	-	Non-alcoholic steatohepatitis	-	-	livers/serum	28082742	-	differential expression	ultra-performance liquid chromatography/mass spectrometry	spectrum;spectrum	High-throughput	According to liver tissue metabolomic analysis, 57, 49 and 60 metabolites were significantly altered in the HFD, MCDD and HFD+STZ groups.	Gene-metabolite network analysis in different nonalcoholic fatty liver disease phenotypes.	2017
metabolite	Rattus norvegicus	PC(14:0)	-	Type II diabetes mellitus	DOID:9352	E11	livers/serum	28082742	-	differential expression	ultra-performance liquid chromatography/mass spectrometry	spectrum;spectrum	High-throughput	According to liver tissue metabolomic analysis, 57, 49 and 60 metabolites were significantly altered in the HFD, MCDD and HFD+STZ groups.	Gene-metabolite network analysis in different nonalcoholic fatty liver disease phenotypes.	2017
metabolite	Rattus norvegicus	PC(16:0)	145911	Non-alcoholic fatty liver disease	-	K76	livers/serum	28082742	-	differential expression	ultra-performance liquid chromatography/mass spectrometry	spectrum;spectrum	High-throughput	According to liver tissue metabolomic analysis, 57, 49 and 60 metabolites were significantly altered in the HFD, MCDD and HFD+STZ groups.	Gene-metabolite network analysis in different nonalcoholic fatty liver disease phenotypes.	2017
metabolite	Rattus norvegicus	PC(16:0)	-	Non-alcoholic steatohepatitis	-	-	livers/serum	28082742	-	differential expression	ultra-performance liquid chromatography/mass spectrometry	spectrum;spectrum	High-throughput	According to liver tissue metabolomic analysis, 57, 49 and 60 metabolites were significantly altered in the HFD, MCDD and HFD+STZ groups.	Gene-metabolite network analysis in different nonalcoholic fatty liver disease phenotypes.	2017
metabolite	Rattus norvegicus	PC(16:0)	-	Type II diabetes mellitus	DOID:9352	E11	livers/serum	28082742	-	differential expression	ultra-performance liquid chromatography/mass spectrometry	spectrum;spectrum	High-throughput	According to liver tissue metabolomic analysis, 57, 49 and 60 metabolites were significantly altered in the HFD, MCDD and HFD+STZ groups.	Gene-metabolite network analysis in different nonalcoholic fatty liver disease phenotypes.	2017
metabolite	Rattus norvegicus	PC(18:0)/PE(21:0)	-	Type II diabetes mellitus	DOID:9352	E11	livers/serum	28082742	-	differential expression	ultra-performance liquid chromatography/mass spectrometry	spectrum;spectrum	High-throughput	According to liver tissue metabolomic analysis, 57, 49 and 60 metabolites were significantly altered in the HFD, MCDD and HFD+STZ groups.	Gene-metabolite network analysis in different nonalcoholic fatty liver disease phenotypes.	2017
metabolite	Rattus norvegicus	PC(18:0)/PE(21:0)	-	Non-alcoholic steatohepatitis	-	-	livers/serum	28082742	-	differential expression	ultra-performance liquid chromatography/mass spectrometry	spectrum;spectrum	High-throughput	According to liver tissue metabolomic analysis, 57, 49 and 60 metabolites were significantly altered in the HFD, MCDD and HFD+STZ groups.	Gene-metabolite network analysis in different nonalcoholic fatty liver disease phenotypes.	2017
metabolite	Rattus norvegicus	PC(18:2)	-	Non-alcoholic steatohepatitis	-	-	livers/serum	28082742	-	differential expression	ultra-performance liquid chromatography/mass spectrometry	spectrum;spectrum	High-throughput	According to liver tissue metabolomic analysis, 57, 49 and 60 metabolites were significantly altered in the HFD, MCDD and HFD+STZ groups.	Gene-metabolite network analysis in different nonalcoholic fatty liver disease phenotypes.	2017
metabolite	Rattus norvegicus	PC(18:2)	-	Type II diabetes mellitus	DOID:9352	E11	livers/serum	28082742	-	differential expression	ultra-performance liquid chromatography/mass spectrometry	spectrum;spectrum	High-throughput	According to liver tissue metabolomic analysis, 57, 49 and 60 metabolites were significantly altered in the HFD, MCDD and HFD+STZ groups.	Gene-metabolite network analysis in different nonalcoholic fatty liver disease phenotypes.	2017
metabolite	Rattus norvegicus	PE(20:3)	-	Non-alcoholic fatty liver disease	-	K76	livers/serum	28082742	-	differential expression	ultra-performance liquid chromatography/mass spectrometry	spectrum;spectrum	High-throughput	According to liver tissue metabolomic analysis, 57, 49 and 60 metabolites were significantly altered in the HFD, MCDD and HFD+STZ groups.	Gene-metabolite network analysis in different nonalcoholic fatty liver disease phenotypes.	2017
metabolite	Rattus norvegicus	PE(20:3)	-	Non-alcoholic steatohepatitis	-	-	livers/serum	28082742	-	differential expression	ultra-performance liquid chromatography/mass spectrometry	spectrum;spectrum	High-throughput	According to liver tissue metabolomic analysis, 57, 49 and 60 metabolites were significantly altered in the HFD, MCDD and HFD+STZ groups.	Gene-metabolite network analysis in different nonalcoholic fatty liver disease phenotypes.	2017
metabolite	Rattus norvegicus	PE(20:3)	-	Type II diabetes mellitus	DOID:9352	E11	livers/serum	28082742	-	differential expression	ultra-performance liquid chromatography/mass spectrometry	spectrum;spectrum	High-throughput	According to liver tissue metabolomic analysis, 57, 49 and 60 metabolites were significantly altered in the HFD, MCDD and HFD+STZ groups.	Gene-metabolite network analysis in different nonalcoholic fatty liver disease phenotypes.	2017
metabolite	Rattus norvegicus	PE(20:4)	-	Non-alcoholic steatohepatitis	-	-	livers/serum	28082742	-	differential expression	ultra-performance liquid chromatography/mass spectrometry	spectrum;spectrum	High-throughput	According to liver tissue metabolomic analysis, 57, 49 and 60 metabolites were significantly altered in the HFD, MCDD and HFD+STZ groups.	Gene-metabolite network analysis in different nonalcoholic fatty liver disease phenotypes.	2017
metabolite	Rattus norvegicus	PE(20:4)	-	Type II diabetes mellitus	DOID:9352	E11	livers/serum	28082742	-	differential expression	ultra-performance liquid chromatography/mass spectrometry	spectrum;spectrum	High-throughput	According to liver tissue metabolomic analysis, 57, 49 and 60 metabolites were significantly altered in the HFD, MCDD and HFD+STZ groups.	Gene-metabolite network analysis in different nonalcoholic fatty liver disease phenotypes.	2017
metabolite	Rattus norvegicus	Phenylalanine	6140;994;71567	Type II diabetes mellitus	DOID:9352	E11	livers/serum	28082742	-	differential expression	ultra-performance liquid chromatography/mass spectrometry	spectrum;spectrum	High-throughput	According to liver tissue metabolomic analysis, 57, 49 and 60 metabolites were significantly altered in the HFD, MCDD and HFD+STZ groups.	Gene-metabolite network analysis in different nonalcoholic fatty liver disease phenotypes.	2017
metabolite	Rattus norvegicus	Phenylglyoxylic Acid	11915	Non-alcoholic fatty liver disease	-	K76	livers/serum	28082742	-	differential expression	ultra-performance liquid chromatography/mass spectrometry	spectrum;spectrum	High-throughput	According to liver tissue metabolomic analysis, 57, 49 and 60 metabolites were significantly altered in the HFD, MCDD and HFD+STZ groups.	Gene-metabolite network analysis in different nonalcoholic fatty liver disease phenotypes.	2017
metabolite	Rattus norvegicus	Phenylglyoxylic Acid	11915	Non-alcoholic steatohepatitis	-	-	livers/serum	28082742	-	differential expression	ultra-performance liquid chromatography/mass spectrometry	spectrum;spectrum	High-throughput	According to liver tissue metabolomic analysis, 57, 49 and 60 metabolites were significantly altered in the HFD, MCDD and HFD+STZ groups.	Gene-metabolite network analysis in different nonalcoholic fatty liver disease phenotypes.	2017
metabolite	Rattus norvegicus	Phenylglyoxylic Acid	11915	Type II diabetes mellitus	DOID:9352	E11	livers/serum	28082742	-	differential expression	ultra-performance liquid chromatography/mass spectrometry	spectrum;spectrum	High-throughput	According to liver tissue metabolomic analysis, 57, 49 and 60 metabolites were significantly altered in the HFD, MCDD and HFD+STZ groups.	Gene-metabolite network analysis in different nonalcoholic fatty liver disease phenotypes.	2017
metabolite	Rattus norvegicus	Phosphocholine	1014	Non-alcoholic fatty liver disease	-	K76	livers/serum	28082742	-	differential expression	ultra-performance liquid chromatography/mass spectrometry	spectrum;spectrum	High-throughput	According to liver tissue metabolomic analysis, 57, 49 and 60 metabolites were significantly altered in the HFD, MCDD and HFD+STZ groups.	Gene-metabolite network analysis in different nonalcoholic fatty liver disease phenotypes.	2017
metabolite	Rattus norvegicus	Phosphocholine	1014	Type II diabetes mellitus	DOID:9352	E11	livers/serum	28082742	-	differential expression	ultra-performance liquid chromatography/mass spectrometry	spectrum;spectrum	High-throughput	According to liver tissue metabolomic analysis, 57, 49 and 60 metabolites were significantly altered in the HFD, MCDD and HFD+STZ groups.	Gene-metabolite network analysis in different nonalcoholic fatty liver disease phenotypes.	2017
metabolite	Rattus norvegicus	Phosphocreatinine	71214	Type II diabetes mellitus	DOID:9352	E11	livers/serum	28082742	-	differential expression	ultra-performance liquid chromatography/mass spectrometry	spectrum;spectrum	High-throughput	According to liver tissue metabolomic analysis, 57, 49 and 60 metabolites were significantly altered in the HFD, MCDD and HFD+STZ groups.	Gene-metabolite network analysis in different nonalcoholic fatty liver disease phenotypes.	2017
metabolite	Rattus norvegicus	Phosphorylcholine	1014	Non-alcoholic steatohepatitis	-	-	livers/serum	28082742	-	differential expression	ultra-performance liquid chromatography/mass spectrometry	spectrum;spectrum	High-throughput	According to liver tissue metabolomic analysis, 57, 49 and 60 metabolites were significantly altered in the HFD, MCDD and HFD+STZ groups.	Gene-metabolite network analysis in different nonalcoholic fatty liver disease phenotypes.	2017
metabolite	Rattus norvegicus	Phosphorylcholine	1014	Type II diabetes mellitus	DOID:9352	E11	livers/serum	28082742	-	differential expression	ultra-performance liquid chromatography/mass spectrometry	spectrum;spectrum	High-throughput	According to liver tissue metabolomic analysis, 57, 49 and 60 metabolites were significantly altered in the HFD, MCDD and HFD+STZ groups.	Gene-metabolite network analysis in different nonalcoholic fatty liver disease phenotypes.	2017
metabolite	Rattus norvegicus	Phytosphingosine	122121	Type II diabetes mellitus	DOID:9352	E11	livers/serum	28082742	-	differential expression	ultra-performance liquid chromatography/mass spectrometry	spectrum;spectrum	High-throughput	According to liver tissue metabolomic analysis, 57, 49 and 60 metabolites were significantly altered in the HFD, MCDD and HFD+STZ groups.	Gene-metabolite network analysis in different nonalcoholic fatty liver disease phenotypes.	2017
metabolite	Rattus norvegicus	Pipecolic Acid	439227	Type II diabetes mellitus	DOID:9352	E11	livers/serum	28082742	-	differential expression	ultra-performance liquid chromatography/mass spectrometry	spectrum;spectrum	High-throughput	According to liver tissue metabolomic analysis, 57, 49 and 60 metabolites were significantly altered in the HFD, MCDD and HFD+STZ groups.	Gene-metabolite network analysis in different nonalcoholic fatty liver disease phenotypes.	2017
metabolite	Rattus norvegicus	Propionyl-L-Carnitine	13020033	Non-alcoholic fatty liver disease	-	K76	livers/serum	28082742	-	differential expression	ultra-performance liquid chromatography/mass spectrometry	spectrum;spectrum	High-throughput	According to liver tissue metabolomic analysis, 57, 49 and 60 metabolites were significantly altered in the HFD, MCDD and HFD+STZ groups.	Gene-metabolite network analysis in different nonalcoholic fatty liver disease phenotypes.	2017
metabolite	Rattus norvegicus	Pyroglutamic Acid	7405	Non-alcoholic steatohepatitis	-	-	livers/serum	28082742	-	differential expression	ultra-performance liquid chromatography/mass spectrometry	spectrum;spectrum	High-throughput	According to liver tissue metabolomic analysis, 57, 49 and 60 metabolites were significantly altered in the HFD, MCDD and HFD+STZ groups.	Gene-metabolite network analysis in different nonalcoholic fatty liver disease phenotypes.	2017
metabolite	Rattus norvegicus	Pyroglutamic Acid	7405	Type II diabetes mellitus	DOID:9352	E11	livers/serum	28082742	-	differential expression	ultra-performance liquid chromatography/mass spectrometry	spectrum;spectrum	High-throughput	According to liver tissue metabolomic analysis, 57, 49 and 60 metabolites were significantly altered in the HFD, MCDD and HFD+STZ groups.	Gene-metabolite network analysis in different nonalcoholic fatty liver disease phenotypes.	2017
metabolite	Rattus norvegicus	Retinoic Acid	444795	Non-alcoholic fatty liver disease	-	K76	livers/serum	28082742	-	differential expression	ultra-performance liquid chromatography/mass spectrometry	spectrum;spectrum	High-throughput	According to liver tissue metabolomic analysis, 57, 49 and 60 metabolites were significantly altered in the HFD, MCDD and HFD+STZ groups.	Gene-metabolite network analysis in different nonalcoholic fatty liver disease phenotypes.	2017
metabolite	Rattus norvegicus	Retinyl Ester	5460164	Non-alcoholic fatty liver disease	-	K76	livers/serum	28082742	-	differential expression	ultra-performance liquid chromatography/mass spectrometry	spectrum;spectrum	High-throughput	According to liver tissue metabolomic analysis, 57, 49 and 60 metabolites were significantly altered in the HFD, MCDD and HFD+STZ groups.	Gene-metabolite network analysis in different nonalcoholic fatty liver disease phenotypes.	2017
